ToyCar
section,AUC(Source),AUC(Target),pAUC
00,0.8982,0.37500000000000006,0.5421052631578948
01,0.8908,0.5146,0.5763157894736842
02,0.9886,0.5726,0.6189473684210527
arithmetic mean,0.9258666666666667,0.4874,0.5791228070175439
harmonic mean,0.9238001350866328,0.4719694656284223,0.5774265184446704

ToyTrain
section,AUC(Source),AUC(Target),pAUC
00,0.8080000000000002,0.2874,0.5052631578947369
01,0.9148000000000001,0.3034,0.5389473684210526
02,0.9734,0.3378,0.541578947368421
arithmetic mean,0.8987333333333334,0.3095333333333333,0.5285964912280702
harmonic mean,0.8933661038177088,0.3081416704292717,0.5280678367027835

bearing
section,AUC(Source),AUC(Target),pAUC
00,0.7223999999999999,0.6326,0.5436842105263158
01,0.616,0.5428,0.49894736842105264
02,0.8058,0.807,0.7747368421052632
arithmetic mean,0.7147333333333333,0.6608,0.6057894736842105
harmonic mean,0.7061059819106915,0.6434683037631002,0.5843074556859139

fan
section,AUC(Source),AUC(Target),pAUC
00,0.8204,0.2954,0.5010526315789474
01,0.8166,0.3506,0.5010526315789474
02,0.856,0.658,0.6310526315789473
arithmetic mean,0.831,0.4346666666666667,0.5443859649122808
harmonic mean,0.830626491721769,0.38673496636357424,0.537995915161037

gearbox
section,AUC(Source),AUC(Target),pAUC
00,0.7404000000000001,0.7836000000000001,0.6763157894736842
01,0.7308,0.6736,0.5405263157894736
02,0.8306,0.4738,0.5605263157894737
arithmetic mean,0.7672666666666667,0.6436666666666667,0.5924561403508771
harmonic mean,0.7647338058745761,0.615849873894968,0.5867757795721463

slider
section,AUC(Source),AUC(Target),pAUC
00,0.9805999999999999,0.8206,0.7010526315789474
01,0.9016,0.823,0.6557894736842105
02,0.9069999999999999,0.5058,0.6047368421052632
arithmetic mean,0.9297333333333332,0.7164666666666667,0.653859649122807
harmonic mean,0.9283732363609554,0.6801559141148045,0.6514774160491746

valve
section,AUC(Source),AUC(Target),pAUC
00,0.905,0.7554,0.7000000000000001
01,0.5212,0.5074,0.508421052631579
02,0.8672000000000001,0.8266,0.8505263157894736
arithmetic mean,0.7644666666666667,0.6964666666666667,0.6863157894736842
harmonic mean,0.7182604000930322,0.6660141752352731,0.6562845787765489

(A)Total Average,0.8331,0.5641,0.5986
(H)Total Average,0.8236,0.5389,0.5889
