ToyCar
section,AUC(Source),AUC(Target),pAUC
00,0.8814,0.632,0.5157894736842106
01,0.8662,0.7398,0.5547368421052632
02,1.0,0.4024,0.5668421052631579
arithmetic mean,0.9158666666666666,0.5914,0.5457894736842106
harmonic mean,0.9121240124742426,0.5535990315564883,0.5449005540202297

ToyTrain
section,AUC(Source),AUC(Target),pAUC
00,0.809,0.28759999999999997,0.49157894736842106
01,0.9241999999999999,0.49999999999999994,0.5989473684210527
02,0.996,0.8348,0.7663157894736843
arithmetic mean,0.9097333333333334,0.5408,0.6189473684210527
harmonic mean,0.9030359472017365,0.44944202866862626,0.5989456066919698

bearing
section,AUC(Source),AUC(Target),pAUC
00,0.6424,0.7422,0.49684210526315786
01,0.4876000000000001,0.8822,0.5494736842105263
02,0.5014000000000001,0.5916,0.5357894736842105
arithmetic mean,0.5438000000000001,0.7386666666666667,0.5273684210526315
harmonic mean,0.5355288097523638,0.7192163110070264,0.5264044515739523

fan
section,AUC(Source),AUC(Target),pAUC
00,0.8473999999999999,0.557,0.598421052631579
01,0.7526,0.4064,0.5189473684210526
02,0.745,0.7778,0.6947368421052632
arithmetic mean,0.7816666666666667,0.5804,0.6040350877192983
harmonic mean,0.7790003920965867,0.5413560266005446,0.5955410849104327

gearbox
section,AUC(Source),AUC(Target),pAUC
00,0.969,0.9236,0.7747368421052632
01,0.8094,0.771,0.5405263157894736
02,0.7218,0.7218,0.6336842105263158
arithmetic mean,0.8334,0.8054666666666667,0.6496491228070175
harmonic mean,0.8212652637985268,0.7967784697716874,0.6357437185543506

slider
section,AUC(Source),AUC(Target),pAUC
00,0.8488000000000001,0.7969999999999999,0.5968421052631578
01,0.9578,0.9756,0.8373684210526315
02,0.9299999999999999,0.3948,0.5010526315789474
arithmetic mean,0.9122,0.7224666666666666,0.6450877192982456
harmonic mean,0.9097906329880875,0.6233580412532579,0.6165860663544107

valve
section,AUC(Source),AUC(Target),pAUC
00,0.9908,0.9061999999999999,0.7347368421052631
01,0.917,0.9008,0.6705263157894737
02,0.9464,0.9414,0.7536842105263158
arithmetic mean,0.9514,0.9161333333333334,0.7196491228070175
harmonic mean,0.9504397504486118,0.915784122927761,0.7178385127508746

(A)Total Average,0.8354,0.6993,0.6158
(H)Total Average,0.8302,0.6571,0.6051
