ToyCar
section,AUC(Source),AUC(Target),pAUC
00,0.8646,0.4644000000000001,0.5110526315789474
01,0.8412,0.6742,0.5631578947368421
02,1.0,0.8666,0.7426315789473684
arithmetic mean,0.9019333333333334,0.6684000000000001,0.6056140350877194
harmonic mean,0.8967585372270039,0.6262406845976877,0.590666375100277

ToyTrain
section,AUC(Source),AUC(Target),pAUC
00,0.7538,0.2424,0.5068421052631579
01,0.9186,0.2942,0.4994736842105263
02,0.9428000000000001,0.4154,0.5842105263157895
arithmetic mean,0.8717333333333334,0.3173333333333333,0.5301754385964912
harmonic mean,0.8630869905270602,0.30206068654192547,0.5275355783678365

bearing
section,AUC(Source),AUC(Target),pAUC
00,0.8051999999999999,0.7409999999999999,0.5068421052631579
01,0.4394,0.9776,0.5042105263157894
02,0.6216,0.7749999999999999,0.62
arithmetic mean,0.6220666666666667,0.8311999999999999,0.5436842105263158
harmonic mean,0.5851934632706508,0.8190537001938318,0.5386767381616403

fan
section,AUC(Source),AUC(Target),pAUC
00,0.75,0.46519999999999995,0.5442105263157895
01,0.7634,0.428,0.5226315789473684
02,0.8013999999999999,0.7962,0.7273684210526316
arithmetic mean,0.7716,0.5631333333333334,0.5980701754385965
harmonic mean,0.7709943855589187,0.5224635369862861,0.5852816830727828

gearbox
section,AUC(Source),AUC(Target),pAUC
00,0.9682,0.9248,0.7842105263157895
01,0.7872000000000001,0.7128,0.5484210526315789
02,0.7323999999999999,0.6448,0.6552631578947369
arithmetic mean,0.8292666666666667,0.7608,0.6626315789473685
harmonic mean,0.8177631748696907,0.7434757337460884,0.6486923095509873

slider
section,AUC(Source),AUC(Target),pAUC
00,0.9690000000000001,0.8617999999999999,0.7294736842105263
01,0.9022,0.9272,0.7242105263157895
02,0.7837999999999999,0.3950000000000001,0.49473684210526314
arithmetic mean,0.8849999999999999,0.7280000000000001,0.6494736842105263
harmonic mean,0.878161244790182,0.6288617924990315,0.6285431606397875

valve
section,AUC(Source),AUC(Target),pAUC
00,0.5636,0.5072,0.5063157894736842
01,0.5486,0.5614,0.5121052631578947
02,0.5004,0.47379999999999994,0.4978947368421053
arithmetic mean,0.5375333333333333,0.5141333333333333,0.5054385964912281
harmonic mean,0.5361421437190356,0.5116428462429864,0.5053710693958456

(A)Total Average,0.7742,0.6261,0.5850
(H)Total Average,0.7640,0.5934,0.5750
