ToyCar
section,AUC(Source),AUC(Target),pAUC
00,0.9,0.32059999999999994,0.5168421052631579
01,0.9256,0.372,0.5031578947368421
02,0.9994,0.5556000000000001,0.6789473684210526
arithmetic mean,0.9416666666666668,0.41606666666666664,0.5663157894736842
harmonic mean,0.9398226055762511,0.39436429003679946,0.556055717405956

ToyTrain
section,AUC(Source),AUC(Target),pAUC
00,0.7914,0.2426,0.49736842105263157
01,0.9146000000000001,0.2854,0.48578947368421055
02,0.9708000000000001,0.2786,0.5121052631578947
arithmetic mean,0.8922666666666667,0.26886666666666664,0.49842105263157893
harmonic mean,0.8857301883239258,0.26749313175572176,0.4981890478179146

bearing
section,AUC(Source),AUC(Target),pAUC
00,0.7777999999999999,0.6028,0.5010526315789474
01,0.7474000000000001,0.3722,0.531578947368421
02,0.5838,0.5442,0.6
arithmetic mean,0.703,0.5064000000000001,0.5442105263157896
harmonic mean,0.691791844034788,0.48518469897815125,0.541159402163717

fan
section,AUC(Source),AUC(Target),pAUC
00,0.8452000000000001,0.3096,0.5452631578947369
01,0.8278,0.35540000000000005,0.4978947368421053
02,0.733,0.5608000000000001,0.6410526315789473
arithmetic mean,0.802,0.4086,0.5614035087719299
harmonic mean,0.7988433476660921,0.3832948810743264,0.555312060251107

gearbox
section,AUC(Source),AUC(Target),pAUC
00,0.6225999999999999,0.7178,0.5573684210526316
01,0.7616,0.6648000000000001,0.541578947368421
02,0.8236,0.4892,0.5542105263157895
arithmetic mean,0.7359333333333332,0.6239333333333333,0.5510526315789473
harmonic mean,0.7257992166419502,0.6071017258622463,0.5509675510020347

slider
section,AUC(Source),AUC(Target),pAUC
00,0.9822,0.8464,0.7005263157894737
01,0.8758,0.8635999999999999,0.6231578947368421
02,0.8932,0.4528,0.56
arithmetic mean,0.9170666666666666,0.7209333333333333,0.6278947368421053
harmonic mean,0.9147719571811523,0.6596453230019865,0.6226724843503931

valve
section,AUC(Source),AUC(Target),pAUC
00,0.8747999999999999,0.6436,0.5631578947368421
01,0.5306,0.512,0.5247368421052632
02,0.8596,0.8374,0.8657894736842106
arithmetic mean,0.7549999999999999,0.6643333333333333,0.6512280701754386
harmonic mean,0.7158009821302393,0.6381542824753659,0.6202918192155006

(A)Total Average,0.8210,0.5156,0.5715
(H)Total Average,0.8104,0.4907,0.5635
